0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.002999,-0.000011,0.003700,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,0.005946,-0.000032,0.006989,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,0.008945,-0.000064,0.010689,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,0.011945,-0.000107,0.014389,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
8,0.014838,-0.000159,0.018089,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
9,0.017837,-0.000225,0.021789,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
10,0.020835,-0.000301,0.025489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
11,0.023781,-0.000386,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
12,0.026779,-0.000483,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
13,0.029776,-0.000592,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
14,0.032773,-0.000711,0.039877,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
15,0.035717,-0.000838,0.043166,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
16,0.038714,-0.000979,0.046866,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
17,0.041709,-0.001131,0.050566,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
18,0.044652,-0.001289,0.053855,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
19,0.047646,-0.001462,0.057555,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
20,0.050589,-0.001622,0.054266,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
21,0.053584,-0.001773,0.050566,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
22,0.056580,-0.001914,0.046866,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
23,0.059524,-0.002042,0.043577,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
24,0.062522,-0.002162,0.039877,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
25,0.065519,-0.002270,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
26,0.068412,-0.002364,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
27,0.071410,-0.002450,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
28,0.074408,-0.002548,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
29,0.077405,-0.002656,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
30,0.080350,-0.002773,0.039466,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
31,0.083346,-0.002902,0.043166,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
32,0.086342,-0.003043,0.046866,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
33,0.089338,-0.003194,0.050566,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
34,0.092229,-0.003330,0.046866,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
35,0.095226,-0.003459,0.043166,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
36,0.098223,-0.003578,0.039466,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
37,0.101168,-0.003684,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
38,0.104166,-0.003782,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
39,0.107164,-0.003868,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
40,0.110110,-0.003943,0.025489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
41,0.113108,-0.004008,0.021789,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
42,0.116107,-0.004085,0.025489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
43,0.119052,-0.004169,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
44,0.122050,-0.004267,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
45,0.125048,-0.004375,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
46,0.127992,-0.004492,0.039466,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
47,0.130989,-0.004621,0.043166,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
48,0.133933,-0.004739,0.039877,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
49,0.136931,-0.004847,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
50,0.139929,-0.004944,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
51,0.142874,-0.005030,0.029189,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
52,0.145873,-0.005107,0.025489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
53,0.148871,-0.005172,0.021789,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
54,0.151818,-0.005224,0.017678,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
55,0.154764,-0.005267,0.014389,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
56,0.157763,-0.005321,0.018089,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
57,0.160762,-0.005386,0.021789,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
58,0.163708,-0.005460,0.025078,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
59,0.166706,-0.005547,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
60,0.169704,-0.005644,0.032477,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
61,0.172701,-0.005752,0.036177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
62,0.175647,-0.005849,0.032889,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
63,0.178592,-0.005934,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
64,0.181591,-0.006009,0.025078,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
65,0.187536,-0.006117,0.018089,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
66,0.190535,-0.006160,0.014389,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
67,0.193534,-0.006192,0.010689,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
68,0.196533,-0.006235,0.014389,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
69,0.199427,-0.006288,0.018089,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
70,0.202426,-0.006353,0.021789,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
71,0.205424,-0.006429,0.025489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
72,0.208370,-0.006514,0.028777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
