0,0.000000,0.000000,0.000000
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000
6,0.000105,0.000000,0.000000
7,0.000316,0.000000,0.000000
8,0.000526,0.000000,0.000000
9,0.000842,0.000000,0.000000
10,0.001158,0.000000,0.000000
11,0.001579,0.000000,0.000000
12,0.002000,0.000000,0.000000
13,0.002421,0.000000,0.000000
14,0.002947,0.000000,0.000000
15,0.003473,0.000000,0.000000
16,0.004104,0.000000,0.000000
17,0.004631,0.000000,0.000000
18,0.005367,0.000000,0.000000
19,0.006209,0.000000,0.000000
20,0.007051,0.000000,0.000000
21,0.007998,0.000000,0.000000
22,0.008840,0.000000,0.000000
23,0.009893,0.000000,0.000000
24,0.010945,0.000000,0.000000
25,0.012103,0.000000,0.000000
26,0.013155,0.000000,0.000000
27,0.014418,0.000000,0.000000
28,0.015681,0.000000,0.000000
29,0.017049,0.000000,0.000000
30,0.018312,0.000000,0.000000
31,0.019786,0.000000,0.000000
32,0.021259,0.000000,0.000000
33,0.022733,0.000000,0.000000
34,0.024311,0.000000,0.000000
35,0.025890,0.000000,0.000000
36,0.027574,0.000000,0.000000
37,0.029363,0.000000,0.000000
38,0.031047,0.000000,0.000000
39,0.032941,0.000000,0.000000
40,0.034730,0.000000,0.000000
41,0.036730,0.000000,0.000000
42,0.038624,0.000000,0.000000
43,0.040729,0.000000,0.000000
44,0.042834,0.000000,0.000000
45,0.044939,0.000000,0.000000
46,0.047149,0.000000,0.000000
47,0.049359,0.000000,0.000000
48,0.051569,0.000000,0.000000
49,0.053990,0.000000,0.000000
50,0.056305,0.000000,0.000000
51,0.058831,0.000000,0.000000
52,0.061252,0.000000,0.000000
53,0.063883,0.000000,0.000000
54,0.066409,0.000000,0.000000
55,0.069040,0.000000,0.000000
56,0.071776,0.000000,0.000000
57,0.074512,0.000000,0.000000
58,0.077249,0.000000,0.000000
59,0.080195,0.000000,0.000000
60,0.083037,0.000000,0.000000
61,0.085984,0.000000,0.000000
62,0.089036,0.000000,0.000000
63,0.092088,0.000000,0.000000
64,0.095140,0.000000,0.000000
65,0.098403,0.000000,0.000000
66,0.101560,0.000000,0.000000
67,0.104822,0.000000,0.000000
68,0.108085,0.000000,0.000000
69,0.111558,0.000000,0.000000
70,0.114926,0.000000,0.000000
71,0.118399,0.000000,0.000000
72,0.121872,0.000000,0.000000
73,0.125450,0.000000,0.000000
